estudiante_skey,id_estudiante,dni,nombre,apellido,genero,fecha_nacimiento,nacionalidad,anio_ingreso,edad_ingreso,egreso_carrera,anio_egreso,abandono_carrera,anio_abandono,nombre_programa,tipo_programa,duracion_programa,anio_plan_programa,facultad_programa,valid_from,valid_to,es_actual,total_inscripciones,es_ingresante_sin_cursada
53333,12153,30531978,Sofía,Castro,F,2001-03-12,Argentina,2021,20,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53340,4879,30532405,Alejandro,Mendoza,M,2003-09-24,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53351,84327,30535084,Maximiliano Maximiliano,Oliveira,M,2000-03-27,No especificado,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53504,84457,30563240,Sergio,López,M,2003-01-01,Argentina,2020,17,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53611,78065,30587795,Sergio,Fuentes,M,2007-07-20,Chilena,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53642,124701,30593276,Maximiliano,Vera,M,1998-12-01,No especificado,2020,22,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53683,91765,30599631,Federico,Cruz,M,1997-08-29,Argentina,2020,23,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53710,11080,30606545,Claudio,Castro,M,2003-08-09,Argentina,2020,17,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53712,87469,30606935,Vanesa,Ortega,F,2007-06-03,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53818,115867,30629457,Alejandro,Sánchez,M,2005-03-24,Argentina,2020,15,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53847,83233,30636072,Lucas,Carrizo,M,2001-06-01,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53885,90818,30644324,Ezequiel,Moreno,M,2006-05-29,Argentina,2020,14,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53918,2192,30651402,Federico,Benítez,M,2006-05-04,Colombiana,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53959,64080,30663282,Soledad,Mendoza,F,2001-11-05,Argentina,2021,20,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
53971,51205,30667306,Emilio,Bogado,M,2001-02-09,Uruguaya,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54149,80035,30705222,Pablo,Ledesma,M,2004-01-22,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54171,19127,30709441,Santiago,Ruiz,M,2006-01-06,Argentina,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54180,112443,30711362,Ignacio,Benítez,M,2007-04-09,Paraguaya,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54226,10209,30718988,Ezequiel,Ramos,M,2005-01-12,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54233,1055,30721181,Agustín,Álvarez,M,2002-12-18,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54261,114046,30728146,Natalia,Ríos,F,2001-09-08,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54266,63315,30729259,Pablo,Molina,M,2001-01-01,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54357,84748,30746518,Claudio Claudio,Pérez,M,2002-05-02,Argentina,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54449,25349,30764458,Ezequiel Ezequiel,Núñez,M,2003-03-29,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54539,51763,30783665,Sergio,Fernández,M,2007-07-06,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54596,24138,30796766,Facundo,Suárez,M,2007-11-29,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54607,16609,30798686,Ramiro,Pereira,M,2002-05-07,Colombiana,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54615,70775,30800290,Claudio,Suárez,M,2002-09-04,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54760,373,30827329,Silvina,Díaz,F,2002-11-12,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54786,97516,30832427,Emilio,Sánchez,M,2007-02-19,Argentina,2020,13,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54790,74409,30833459,Leandro,Herrera,M,1997-05-04,Argentina,2020,23,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54792,32692,30833897,Ignacio,Reyes,M,2004-01-01,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54830,115427,30841611,Emilio,Ríos,M,2004-07-29,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54831,111245,30841640,Emilio,Fernández,M,2002-05-27,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54882,108425,30850146,Noelia,Herrera,F,2007-10-22,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54924,37776,30858425,Alejandro,Souza,M,2001-09-12,Colombiana,2020,19,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54968,108087,30865700,Santiago,Ruiz,M,2007-05-06,Argentina,2021,14,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54976,106813,30867481,Florencia,Ojeda,F,2007-06-09,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
54984,94950,30869494,Damián,Ramos,M,2006-07-02,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55061,7709,30884919,Cristian,Ríos,M,1998-01-26,Argentina,2024,26,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55121,42985,30898064,Santiago,Apaza,M,2002-04-15,Paraguaya,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55132,126168,30899808,Leandro,Ledesma,M,2005-03-29,Argentina,2020,15,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55152,69362,30902351,Agustín,Cabrera,M,2007-03-28,Argentina,2020,13,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55158,19250,30904261,Claudia,Apaza,F,2001-05-14,Brasileña,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55166,127901,30905464,Martín,Cabrera,M,2002-04-24,Argentina,2021,19,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55172,56981,30906471,Gastón,Mendoza,M,2005-07-25,Argentina,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55179,55065,30908673,Maximiliano,Ortega,M,2002-03-08,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55227,57854,30918865,Emilio,Cabrera,M,2000-09-21,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55281,107670,30931267,Claudio,Núñez,M,1998-08-24,Argentina,2020,22,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55331,114765,30939235,Gonzalo,Fuentes,M,2005-07-18,Peruana,2020,15,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55459,101209,30965092,Hernán,Herrera,M,2006-07-03,Argentina,2020,14,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55604,98295,30995639,Ignacio,Quispe,M,2007-08-20,Colombiana,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55622,26077,30997654,Iván,Ledesma,M,2005-06-28,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55644,33867,31001973,Natalia,Moreno,F,2007-01-20,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55647,108977,31002704,Cristian,Gómez,M,2002-04-05,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55694,69354,31011795,Matías,Ojeda,M,2004-04-11,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55709,26559,31014820,Vanesa,Huanca,F,2000-01-03,Peruana,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55789,50009,31031384,Silvina,Pérez,F,2003-02-09,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55843,63599,31042590,Romina,Ríos,F,2005-01-01,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55867,13894,31047713,Iván,Castro,M,2007-09-01,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55868,7360,31048291,Pablo,Ledesma,M,2007-04-11,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55879,86289,31050075,Emilio,Morales,M,2001-02-26,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55891,29192,31052763,Carolina,Rojas,F,2006-01-01,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
55991,22954,31069791,Cristian,Mendoza,M,2004-08-16,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56037,105766,31077383,Julián,Peralta,M,2001-03-03,Argentina,2020,19,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56150,113372,31101772,Ignacio Ignacio,Vargas,M,2006-11-11,Argentina,2020,14,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56171,52856,31107191,Iván,Sánchez,M,2003-07-13,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56180,62388,31108760,Agustín,Vargas,M,1999-09-12,Argentina,2020,21,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56184,118702,31109521,Damián,González,M,2007-01-05,Argentina,2020,13,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56222,1198,31119306,Mariela,Ramírez,F,2004-12-08,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56245,73511,31123111,Luciana,Cruz,F,2003-05-06,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56249,52426,31123948,Gonzalo,Torres,M,2002-04-10,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56315,68217,31137762,Agustín,Ojeda,M,2003-09-22,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56376,39867,31148776,Pablo,Lima,M,2006-04-26,Uruguaya,2020,14,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56413,89389,31157604,Jimena,Ruiz,F,2003-02-03,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56448,50356,31165561,Pablo,Rojas,M,2004-04-17,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56485,70939,31171570,Tomás,Vargas,M,1999-08-27,Argentina,2024,25,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56522,52826,31179320,Patricia,Vega,F,2005-08-10,Argentina,2020,15,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56607,24203,31193919,Diego,Rojas,M,2001-08-08,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56626,78030,31196529,Claudio,Silva,M,2002-01-01,Paraguaya,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56652,118252,31202389,Noelia,Souza,F,2004-10-08,Chilena,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56676,31181,31206567,Mariela,Morales,F,2000-08-24,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56679,19784,31207421,Matías,Quispe,M,2004-02-25,Venezolana,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56680,78142,31207926,Gastón,Ruiz,M,2004-04-26,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56956,82711,31261853,Gonzalo,Ojeda,M,2005-08-02,Argentina,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56973,98648,31266762,Maximiliano,García,M,2000-02-14,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
56991,60829,31270613,Santiago,Fuentes,M,2007-06-14,Paraguaya,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57032,72610,31281627,Leandro,Rodríguez,M,2006-12-12,Argentina,2020,14,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57059,40812,31287489,Claudio Claudio,Torres,M,1999-01-01,Argentina,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57068,50149,31288443,Alejandro,Sánchez,M,2007-10-10,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57115,108895,31297587,Martín,Álvarez,M,2004-08-29,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57147,105699,31305536,Claudio,Reyes,M,2000-11-21,Argentina,2020,20,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57241,53969,31325682,Julián,Cruz,M,2007-09-19,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57247,98172,31326436,Cecilia,Díaz,F,2004-12-23,Boliviana,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57270,32299,31331125,Mariana,Vargas,F,2005-08-19,No especificado,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57281,93576,31332820,Martín,Cruz,M,2004-09-09,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57347,52017,31344362,Sofía,Pérez,F,2000-04-03,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57349,77817,31344959,Emilio,López,M,2000-05-24,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57425,18775,31360329,Natalia,López,F,1999-06-03,Argentina,2020,21,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57444,98824,31364726,Natalia Natalia,Sánchez,F,2007-05-08,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57482,65286,31373330,Facundo,Cabrera,M,2001-04-16,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57501,70196,31376180,Leandro,Ramírez,M,2004-07-16,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57511,58128,31378066,Iván,Suárez,M,2000-02-29,Argentina,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57539,97457,31385844,Pablo,Vargas,M,2004-07-19,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57550,36639,31388291,Verónica,Pérez,F,2002-01-08,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57582,59138,31394442,Matías,Cabrera,M,2002-02-23,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57610,127200,31400101,Santiago,Molina,M,2001-07-20,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57612,45944,31400644,Ezequiel,Flores,M,2007-07-17,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57617,39993,31401706,Nicolás,Pérez,M,1999-05-14,Argentina,2020,21,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57724,32592,31420626,Sergio,Vargas,M,2002-03-31,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57759,2435,31426458,Ezequiel,Vega,M,2001-03-05,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57951,98260,31462302,Alejandro,Ríos,M,2004-08-16,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57957,127597,31463850,Cecilia,Huanca,F,2001-02-18,Brasileña,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
57967,13174,31465350,Emilio,Acosta,M,2000-04-14,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58104,60363,31493261,Fernando,Suárez,M,2006-01-01,Argentina,2020,14,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58107,7741,31493616,Santiago,Ramos,M,2004-07-20,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58135,94696,31499302,Leandro,Sánchez,M,2005-01-01,Argentina,2020,15,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58155,87672,31503266,Damián,Rojas,M,2001-05-30,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58254,25004,31524858,Gastón,Ríos,M,2007-05-14,No especificado,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58307,8083,31532536,Damián,Herrera,M,2004-12-11,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58317,100365,31533902,Natalia,Ledesma,F,2000-04-16,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58360,119380,31543601,Ramiro,Rojas,M,2002-06-15,Argentina,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58411,27273,31555087,Iván,Flores,M,2004-04-17,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58452,12516,31563324,Alejandro,Ramos,M,2006-01-03,Argentina,2020,14,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58585,37479,31589369,Santiago,López,M,2004-03-25,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58663,42938,31606069,Gastón,Apaza,M,2007-12-01,Peruana,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58667,94281,31606825,Daniela,Ojeda,F,2002-03-24,Argentina,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58681,16130,31610068,Hernán,Morales,M,2001-09-17,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58751,52824,31623733,Cristian,Fernández,M,2002-07-09,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58780,119514,31628680,Ezequiel,Sánchez,M,2005-08-19,Argentina,2020,15,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58801,71152,31631930,Leandro,Vargas,M,2001-04-16,No especificado,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58831,79834,31637595,Laura,Ortega,F,2001-09-17,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58870,30190,31644779,Leandro,Ledesma,M,2005-01-01,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58878,20771,31645993,Camila,Medina,F,2000-06-30,Argentina,2020,20,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58882,1886,31647303,Tomás,Romero,M,1999-08-26,Argentina,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58913,74014,31652203,Cristian Cristian,Ramírez,M,2007-05-13,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
58950,77312,31658597,Soledad,Romero,F,2006-04-05,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59037,108254,31676728,Nicolás,Vera,M,2007-09-07,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59066,44616,31681887,Mariana,Cabrera,F,2002-06-02,Argentina,2020,18,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
